OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,High_level_taxonomy,HL_hit_percent_id,HL_hit_query_cover,Notes
OOTU_1384,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1385,Cryptista,Katablepharidophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1386,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1387,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1388,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1389,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1390,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1391,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,unidentified,,0,0,
OOTU_1392,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1393,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1394,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1395,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1396,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1397,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1398,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1399,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys conoides ,,0,0,
OOTU_1400,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1401,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_1402,Viridiplantae,Anthophyta,Monocotyledonae,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium micranthum ,,0,0,
OOTU_1403,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1404,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1405,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,unidentified,,0,0,
OOTU_1406,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1407,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,unidentified,"Fungi-CCHF69,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides",95.041,97,
OOTU_1408,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,unidentified,,0,0,
OOTU_1409,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_1410,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1411,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,unidentified,,0,0,
OOTU_1412,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,unidentified,,0,0,
OOTU_1413,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1414,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1415,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1416,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1417,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1418,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1419,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,unidentified,unidentified,unidentified,,0,0,
OOTU_1420,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1421,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,unidentified,unidentified,,0,0,
OOTU_1422,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1423,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1424,Stramenopila,Oomycota,Oomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1425,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1426,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1427,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1428,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1429,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,unidentified,,0,0,
OOTU_1430,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1431,Cryptista,Katablepharidophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1432,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1433,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1434,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1435,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1436,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1437,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1438,Fungi,Calcarisporiellomycota,Calcarisporiellomycetes,Calcarisporiellales,Calcarisporiellaceae,Calcarisporiella,unidentified,,0,0,
OOTU_1439,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1440,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,unidentified,"Fungi-ZANF52,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae",99.2,100,
OOTU_1441,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1442,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1443,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1444,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1445,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1446,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,unidentified,unidentified,unidentified,,0,0,
OOTU_1447,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1448,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1449,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1450,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1451,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1452,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1453,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1454,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella,Volvariella bombycina ,,0,0,
OOTU_1455,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1456,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1457,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,unidentified,,0,0,
OOTU_1458,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1459,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1460,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,unidentified,,0,0,
OOTU_1461,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1462,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1463,Cryptista,Katablepharidophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1464,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1465,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1466,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1467,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1468,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1469,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1470,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,unidentified,,0,0,
OOTU_1471,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1472,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,unidentified,,0,0,
OOTU_1473,Viridiplantae,Anthophyta,Eudicotyledonae,Caryophyllales,Portulacaceae,Portulaca,Portulaca almeviae ,,0,0,
OOTU_1474,Cryptista,Katablepharidophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1475,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1476,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1477,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1478,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis episcopalis ,,0,0,
OOTU_1479,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1480,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1481,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1482,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,unidentified,unidentified,unidentified,,0,0,
OOTU_1483,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1484,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1485,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1486,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1487,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1488,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1489,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1490,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1491,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1492,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1493,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1494,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1495,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1496,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1497,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,unidentified,,0,0,
OOTU_1498,Metazoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1499,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1500,Viridiplantae,Chlorophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1501,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1502,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1503,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1504,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1505,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1506,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1507,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1508,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1509,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas typica ,,0,0,
OOTU_1510,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,unidentified,,0,0,
OOTU_1511,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1512,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum corticosae ,,0,0,
OOTU_1513,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum corticosae ,,0,0,
OOTU_1514,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1515,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,unidentified,,0,0,
OOTU_1516,Metazoa,Nematoda,Chromadorea,Rhabditida,Aphelenchidae,Bursaphelenchus,unidentified,,0,0,
OOTU_1517,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1518,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1519,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1520,Cryptista,Katablepharidophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1521,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1522,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1523,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1524,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1525,Viridiplantae,Anthophyta,Monocotyledonae,Poales,Poaceae,unidentified,unidentified,,0,0,
OOTU_1526,Metazoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1527,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1528,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1529,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1530,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1531,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Phytopythium,Phytopythium mercuriale ,,0,0,
OOTU_1532,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1533,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1534,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1535,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1536,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,unidentified,"Stramenopila-OEO_O214,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium",96.825,100,
OOTU_1537,Stramenopila,Ochrophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1538,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_1539,Metazoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1540,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1541,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1542,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1543,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1544,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1545,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_1546,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,unidentified,unidentified,,0,0,
OOTU_1547,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1548,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,unidentified,"Fungi-CCHF69,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides",84.783,91,
OOTU_1549,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1550,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1551,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1552,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1553,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,unidentified,,0,0,
OOTU_1554,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1555,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1556,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1557,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1558,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1559,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1560,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,unidentified,unidentified,unidentified,,0,0,
OOTU_1561,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1562,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1563,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1564,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1565,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1566,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1567,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1568,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1569,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta ,,0,0,
OOTU_1570,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1571,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1572,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum corticosae ,,0,0,
OOTU_1573,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1574,Viridiplantae,Chlorophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1575,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon pratense ,,0,0,
OOTU_1576,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1577,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Protosiphonaceae,Protosiphon,unidentified,,0,0,
OOTU_1578,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1579,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1580,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1581,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1582,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1583,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Goniaceae,Gonium,unidentified,,0,0,
OOTU_1584,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1585,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1586,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,,0,0,
OOTU_1587,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1588,Fungi,Kickxellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1589,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1590,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1591,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1592,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1593,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Minimedusa,Minimedusa polyspora ,,0,0,
OOTU_1594,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,unidentified,,0,0,
OOTU_1595,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1596,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,unidentified,,0,0,
OOTU_1597,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1598,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,unidentified,,0,0,
OOTU_1599,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1600,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1601,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1602,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_1603,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1604,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,unidentified,,0,0,
OOTU_1605,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1606,Stramenopila,Ochrophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1607,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1608,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_1609,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1610,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,unidentified,,0,0,
OOTU_1611,Glaucocystoplantae,Glaucocystophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1612,Viridiplantae,Anthophyta,Monocotyledonae,Poales,Poaceae,Eriochloa,Eriochloa acuminata ,,0,0,
OOTU_1613,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena confinationis ,,0,0,
OOTU_1614,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1615,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1616,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1617,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1618,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1619,Viridiplantae,Chlorophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1620,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1621,Viridiplantae,Anthophyta,Eudicotyledonae,Asterales,Campanulaceae,unidentified,unidentified,,0,0,
OOTU_1622,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1623,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1624,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1625,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1626,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1627,Viridiplantae,Chlorophyta,Chlorophyceae,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1628,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,unidentified,,0,0,
OOTU_1629,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1630,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1631,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontiaceae,Kneiffiella,unidentified,,0,0,
OOTU_1632,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1633,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1634,Stramenopila,Oomycota,Oomycetes,Leptomitales,unidentified,Apodachlya,unidentified,,0,0,
OOTU_1635,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_1636,Fungi,Kickxellomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,unidentified,,0,0,
